eventName,eventYear,region,originalGridCode,monitoringProgramme,programmeName,occurredBefore,occurredBeforeText,waterDiscoloration,highPhyto,seafoodToxin,massMortal,foamMucil,otherEffect,otherEffectText,days,months,locationText,latitude,longitude,additionalLocationInfo,eventDate,initialDate,finalDate,quarantineStartDate,quarantineEndDate,additionalDateInfo,causativeKnown,pigmentAnalysisInfo,additionalAlgaeInfo,toxicityDetected,toxicityRange,humansAffected,fishAffected,naturalFishAffected,aquacultureFishAffected,planktonicAffected,benthicAffected,shellfishAffected,birdsAffected,otherTerrestrialAffected,aquaticMammalsAffected,seaweedAffected,effectsComments,unexplainedToxicity,toxicityComments,transvectors,eventBiblio,syndromeText,active,created_at,updated_at,checked_at,countryName,syndromeName,speciesContaining,additionalHarmfulEffectInfo,toxinAssayComments,assaytype,concentration,toxinType,toxin,causativeSpeciesName0,cellsPerLitre0,comments0,additionalSpeciesName0,additionalCellsPerLitre0,additionalComments0,causativeSpeciesName1,cellsPerLitre1,comments1,causativeSpeciesName2,cellsPerLitre2,comments2,causativeSpeciesName3,cellsPerLitre3,comments3,additionalSpeciesName1,additionalCellsPerLitre1,additionalComments1,additionalSpeciesName2,additionalCellsPerLitre2,additionalComments2
UY-16-005,2016,Rocha,,1,,1,,0,1,1,0,0,0,,0,0,Arachania,-34.6,-54.15,,,,,7/1/2016,8/29/2016,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,unpublished data from the monitoring programe,,,9/28/2017 9:49,3/22/2018 5:55,,URUGUAY,DSP,,,,,,,,Dinophysis sp.,500,shape as D cf ovum,,,,,,,,,,,,,,,,,,
UY-16-004,2016,Maldonado,,1,,1,,0,0,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933333,,,,,8/29/2016,1/13/2017,it expanded to region UY_01,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,unpublished data from the monitoring programe,,,9/28/2017 9:41,3/22/2018 5:56,,URUGUAY,DSP,,,,,,,,Dinophysis sp.,14100,the shape was D cf ovum,,,,,,,,,,,,,,,,,,
UY-16-002,2016,Maldonado,,1,,1,,0,0,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933056,beach,,,,8/29/2016,1/13/2017,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,monitoring data,,,9/26/2017 4:36,9/26/2017 4:50,,URUGUAY,DSP,Mytilus edulis,,,,LC-UV,,Okadaic Acid,Dinophysis sp.,2400,Dinophysis cf ovum,,,,,,,,,,,,,,,,,,
UY-16-001,2016,Rocha,,1,,1,,0,1,1,0,0,0,,0,0,Rocha,-33.733056,-53.35,,,,,10/13/2016,2/24/2017,,1,,the maximum concentration was registered in Barra del Chuy,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,monitoring data,,,9/26/2017 4:27,3/22/2018 7:35,,URUGUAY,DSP,,,,,,,,Dinophysis sp.,1500,reported as Dinophysis cf ovum,,,,,,,,,,,,,,,,,,
UY-15-003,2015,Rocha,,1,,1,,0,0,1,0,0,0,,0,0,La Paloma,,,,,,,2/26/2016,9/4/2016,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,"Mendez,S., Martinez A. Fabre A. 2016 Extreme abundant bloom of Dinophysis ovum associated to to positive SST anomalies in Uruguay. 17th ICHA Conference abstracts",,,9/28/2017 10:02,,,URUGUAY,DSP,,,,,,,,Dinophysis ovum Schütt sensu Martin 1929,156000,,,,,,,,,,,,,,,,,,,
UY-15-001,2015,Maldonado,,1,,1,,0,1,1,0,0,0,,0,0,Punta del Este,-34.866667,-54.933333,,,,,3/10/2015,8/14/2015,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,"Silvia M. Méndez1*, Francisco Rodriguez2, Beatriz Reguera2, José M. Franco3, Pilar Riobo3 and Amelia Fabre1 . Characterization of Dinophysis ovum as the causative agent of the exceptional DSP event in Uruguay during 2015 17th ICHA Proceedings. (en prensa)",,,9/26/2017 4:47,,,URUGUAY,DSP,,,,,,,,Dinophysis ovum Schütt sensu Martin 1929,83000,,,,,,,,,,,,,,,,,,,
UY-14-001,2014,Rocha,,1,National Monitoring Program on HAB,1,,0,1,1,0,0,0,,0,0,Arachania,-34.6,-54.149722,,1/17/2014,1/13/2014,2/10/2014,1/17/2014,4/10/2014,DSP toxic mussels were registeded since January 17 2014 and additionally PSP toxic levels were registered since March 7 2014 at the same area.,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,5/25/2015 7:25,3/22/2018 7:47,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,15600,,,,,,,,,,,,,,,,,,,
UY-12-002,2012,Maldonado,,1,National Monitoring Program of Harmful Phytoplankton and Mussels Toxicity,1,DSP is frequent in this location,0,0,1,0,0,0,,0,0,Punta del Este,,,,5/5/2012,4/24/2012,5/24/2012,5/5/2012,6/22/2012,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/18/2013 7:16,,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,5000,we asume it is D.acuminata complex that could include D ovum,,,,,,,,,,,,,,,,,,
UY-12-001,2012,,,1,,1,,0,0,1,0,0,0,,0,0,,,,,4/27/2012,,,4/27/2012,6/22/2012,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/16/2013 8:09,,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,2440,,,,,,,,,,,,,,,,,,,
UY-10-003,2010,,,1,,1,,0,0,1,0,0,0,,0,0,,,,,12/17/2010,10/19/2010,12/14/2010,12/17/2010,12/31/2010,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,Donax hanleyanus,,,,12/16/2013 8:04,,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,680,,,,,,,,,,,,,,,,,,,
UY-10-002,2010,Maldonado,,1,National Monitoring Program of Harmful Phytoplankton and Shellfish Toxicity,1,This species often produce toxicity in this area,0,0,1,0,0,0,,0,0,Punta del Este,,,,,10/20/2010,12/14/2010,11/20/2010,12/31/2010,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,,NULL,,Mytilus edulis,,,,12/16/2013 7:57,12/19/2013 1:25,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,3800,,,,,,,,,,,,,,,,,,,
UY-07-001,2007,Rocha,,0,,NULL,,0,1,1,0,0,0,,0,0,La Paloma,,,,12/29/2007,11/6/2007,1/25/2008,12/29/2007,1/25/2008,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,DSP symptoms,NULL,,,,,,12/16/2013 7:35,,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,28000,,,,,,,,,,,,,,,,,,,
UY-06-001,2006,Punta del Este,,1,,1,1992.1994.1996,0,0,1,0,0,0,,0,0,,,,,9/7/2006,8/10/2006,9/25/2006,9/7/2006,9/22/2006,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,,NULL,,shellfish,,,,12/16/2013 7:15,12/20/2013 7:18,,URUGUAY,DSP,,,,,,,,Dinophysis acuminata,9200,,,,,,,,,,,,,,,,,,,
US-89-007,1989,New York.,US-08,1,,1,One of our most frequent dinoflagellates.,1,0,0,0,0,0,,1,0,"Nassau County, Long Island.",,,"Near shore L.I. Sound and within the North Shore harbors, especially Hempstead Harbour.",8/1/1989,8/1/1989,,,,"Initially observed on August 1, 1989, with distinct brown water discoloration.",1,,Estuarine Immediately succeeding 'crashing' diatom bloom of Eucampia zoodiacus and Chaetoceros socialis,1,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,5/9/2018 4:07,,UNITED STATES,DSP,,,,,,,,Dinophysis acuminata,"700,000",,,,,,,,,,,,,,,,,,,
US-18-018,2018,,,1,Maine DMR Biotoxin program,1,,0,1,0,0,0,0,,0,0,Maine coastline,,,,,,,6/7/2018,8/9/2018,,1,,,1,0.060-0.196 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,"Mytilus edulis, Mya arenaria, Surf clams (Spisula), and Eastern oysters (Crassostrea)",,,,3/29/2019 1:49,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,129225,,,,,,,,,,,,,,,,,,,
US-18-011,2018,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in North Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, North Puget Sound",,,,,,,7/9/2018,10/22/2018,,1,,,1,44µg,0,0,0,0,0,0,1,0,0,0,0,,0,,Blue mussels,,,,3/28/2019 9:41,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-18-008,2018,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in South Puget Sound was in 2013.,0,0,1,0,0,0,,0,0,"Washington State, South Puget Sound",,,,,,,1/11/2018,2/8/2018,,1,,,1,30µg,0,0,0,0,0,0,1,0,0,0,0,,0,,Blue mussels,,,,3/28/2019 9:29,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-18-006,2018,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,"The first DSP in the Strait of Juan de Fuca was in 2011, in Sequim Bay.",0,0,1,0,0,0,,0,0,"Washington State, Strait of Juan de Fuca and Olympic Peninsula",,,,,,,7/3/2018,9/25/2018,,1,,,1,69µg,0,0,0,0,0,0,1,0,0,0,0,,0,,Blue mussels,,,,3/28/2019 9:23,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-18-004,2018,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure on the Washington coast was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, Coastal Beaches and Estuaries",,,,,,,11/6/2018,12/4/2018,,1,,,1,16µg,0,0,0,0,0,0,1,0,0,0,0,,0,,California mussels,,,,3/28/2019 9:15,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-18-002,2018,Pacific Region,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in Central Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, Central Puget Sound",,,,5/21/2018,,,5/21/2018,11/26/2018,,1,,,1,44µg,0,0,0,0,0,0,1,0,0,0,0,,0,,Blue mussels,,,,3/25/2019 8:24,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-17-034,2017,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,"PSP closures have occurred in the Strait of Juan de Fuca previously. The first DSP in the Strait of Juan de Fuca was in 2011, in Sequim Bay.",0,0,1,0,0,0,,0,0,"Washington State, Strait of Juan de Fuca and Olympic Peninsula",,,PSP closures occurred between 4/25/17-1/31/18.   DSP closures occurred between 8/28/17-12/13/17.,,,,,,,1,,,1,Maximum levels of PSP toxin: 106-556µg. Maximum levels of DSP toxin: 23-108µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, manila clams, littleneck clams, Pacific oysters, geoduck clams. DSP toxin: Blue mussels, manila clams, Pacific oysters, rock scallops.",,,,4/24/2018 8:54,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-17-033,2017,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,PSP closures have occurred throughout South Puget Sound previously. The first DSP closure in South Puget Sound was in 2013.,0,0,1,0,0,0,,0,0,"Washington State, South Puget Sound",,,PSP closures occurred between 9/6/17-10/18/17. DSP closures occurred between 8/28/17-present.,,,,,,,1,,,1,Maximum levels of PSP toxin: 81-129µg. Maximum levels of DSP toxin: 54-88µg,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, butter clams, geoduck clams. DSP toxin: Blue mussels and rock scallops.",,,,4/24/2018 8:47,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-17-032,2017,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,PSP closures have occurred throughout North Puget Sound previously. The first DSP closure in North Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, North Puget Sound",,,PSP closures occurred between 6/5/17-11/27/17.   DSP closures occurred between 7/5/17-8/15/17.,,,,,,,1,,,1,Maximum levels of PSP toxin: 95-965µg. Maximum levels of DSP toxin: 17-21µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, pink scallops, Pacific oysters. DSP toxin: Blue mussels.",,,,4/24/2018 8:41,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-17-030,2017,Pacific Region,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,PSP closures have occurred throughout Central Puget Sound previously. The first DSP closure in Central Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, Central Puget Sound",,,PSP closures occurred between 7/18/17-2/5/18.  DSP closures occurred between 8/21/17-11/27/17.,,,,,,,1,,,1,Maximum levels of PSP toxin: 81-1690µg. Maximum levels of DSP toxin: 16-38µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, butter clams, geoduck clams, littleneck clams, manila clams, Pacific oysters. DSP toxin: Blue mussels.",,,,4/24/2018 8:30,4/24/2018 8:55,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-17-014,2017,NY,,1,NOAA-MERHAB,1,,0,1,1,0,0,0,,0,0,"empstead Harbor, NY;  Forge River, NY",,,Harbors and coves,,,,,,May to July,1,,,0,not this year but in prior years,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,4/23/2018 8:01,,,UNITED STATES,DSP,,,,,,,,Dinophysis acuminata,268000,Class dinoflagellate,,,,,,,,,,,,,,,,,,
US-16-015,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,"PSP closures have occurred in the Strait of Juan de Fuca previously. The first DSP in the Strait of Juan de Fuca was in 2011, in Sequim Bay.",0,0,1,0,0,0,,0,0,"Washington State, Strait of Juan de Fuca and Olympic Peninsula",,,,,5/9/2016,10/26/2016,,,PSP: 5/9/16-10/26/16 DSP: 6/9/16-9/29/16,1,,,1,Maximum levels of PSP toxin: 98-518µg. Maximum levels of DSP toxin: 21-35µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, manila clams, littleneck clams, pacific oysters, geoduck clams. DSP toxin: Blue mussels, geoduck clams.",,,,2/27/2017 10:56,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis spp.,,,,,,,,,,,,,,
US-16-014,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in South Puget Sound was in 2013. This year we did have closures in two inlets within South Puget Sound where we have not had closures prior.,0,0,1,0,0,0,,0,0,"Washington State, South Puget Sound",,,,,1/1/2016,2/27/2017,,,DSP closures occurred between 10/9/15-present,0,,,1,Maximum levels of DSP toxin: 19-250µg,0,0,0,0,0,0,1,0,0,0,0,,0,,"DSP toxin: Blue mussels, pacific oysters, cockles.",,,,2/27/2017 10:50,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-16-013,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,PSP closures have occurred throughout North Puget Sound previously. The first DSP closure in North Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, North Puget Sound",,,,,4/5/2016,10/26/2016,,,PSP: 4/5/16-10/26/16 DSP:5/4/16-7/11/16,1,,,1,Maximum levels of PSP toxin: 309-763µg. Maximum level of DSP toxin: 31µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, scallops. DSP toxin: Blue mussels.",,,,2/27/2017 10:48,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-16-012,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in Hood Canal was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, Hood Canal",,,,,6/16/2016,6/29/2016,,,,1,,,1,Maximum level of DSP toxin: 17µg,0,0,0,0,0,0,1,0,0,0,0,,0,,DSP toxin: Blue mussels.,,,,2/27/2017 10:43,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-16-010,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,PSP closures have occurred throughout Central Puget Sound previously. The first DSP closure in Central Puget Sound was in 2012.,0,0,1,0,0,0,,0,0,"Washington State, Central Puget Sound",,,PSP closures occurred between 5/17/16-10/25/16.  DSP closures occurred between 6/9/16-12/21/16.,,5/17/2016,12/21/2016,,,,1,,,1,Maximum levels of PSP toxin: 104-2535µg. Maximum levels of DSP toxin: 21-242µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: Blue mussels, butter calms, geoduck clams. DSP toxin: Blue mussels.",,,,2/27/2017 10:36,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis sp.,,,,,,,,,,,,,,
US-15-018,2015,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The first DSP closure in South Puget Sound was in 2013.,0,0,1,0,0,0,,0,0,"Washington State, South Puget Sound",,,,,,,10/6/2015,,as of 3/10/16 it is still in effect.,1,,,1,Maximum levels of DSP toxin: 43 µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,Blue mussels,,,,2/7/2017 9:00,,,UNITED STATES,DSP,,,,,,,,Dinophysis spp.,,,,,,,,,,,,,,,,,,,,
US-15-017,2015,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,"PSP closures have occurred through the Strait of Juan de Fuca previously. The first DSP in the Strait of Juan de Fuca was in 2011, in Sequim Bay.",0,0,1,0,0,0,,0,0,"Washington State, Strait of Juan de Fuca and Olympic Peninsula",,,The PSP closure was 4/2/15 to 10/16/15. The DSP closure was 6/12/15 to 12/4/15.,,,,4/2/2015,12/4/2015,,1,,,1,Maximum levels of PSP toxin: 102-506 µg.  Maximum levels of DSP toxin: 16-43 µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,"PSP toxin: blue mussles, butter clams, geoduck clams, littleneck clams, manila clams, pacific oysters. DSP toxin: blue mussels.",,,,2/7/2017 8:53,,,UNITED STATES,DSP,,,,,,,,Alexandrium catenella,,,,,,Dinophysis spp.,,,,,,,,,,,,,,
