eventName,eventYear,region,originalGridCode,monitoringProgramme,programmeName,occurredBefore,occurredBeforeText,waterDiscoloration,highPhyto,seafoodToxin,massMortal,foamMucil,otherEffect,otherEffectText,days,months,locationText,latitude,longitude,additionalLocationInfo,eventDate,initialDate,finalDate,quarantineStartDate,quarantineEndDate,additionalDateInfo,causativeKnown,pigmentAnalysisInfo,additionalAlgaeInfo,toxicityDetected,toxicityRange,humansAffected,fishAffected,naturalFishAffected,aquacultureFishAffected,planktonicAffected,benthicAffected,shellfishAffected,birdsAffected,otherTerrestrialAffected,aquaticMammalsAffected,seaweedAffected,effectsComments,unexplainedToxicity,toxicityComments,transvectors,eventBiblio,syndromeText,active,created_at,updated_at,checked_at,countryName,syndromeName,speciesContaining,additionalHarmfulEffectInfo,toxinAssayComments,assaytype,concentration,toxinType,toxin,causativeSpeciesName0,cellsPerLitre0,comments0,additionalSpeciesName0,additionalCellsPerLitre0,additionalComments0,causativeSpeciesName1,cellsPerLitre1,comments1,causativeSpeciesName2,cellsPerLitre2,comments2,causativeSpeciesName3,cellsPerLitre3,comments3,additionalSpeciesName1,additionalCellsPerLitre1,additionalComments1,additionalSpeciesName2,additionalCellsPerLitre2,additionalComments2
US-18-031,2018,,,1,Marine Mammal Health and Stranding Response Program,1,,0,0,0,1,0,0,,0,0,Central California,,,,,,,1/1/2018,12/31/2018,Strandings peaked in June,1,,,1,6228.9mg/mL mammal body fluids,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,3/29/2019 4:26,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-18-026,2018,,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,"Pseudo-nitzschia blooms and elevated levels of domoic acid are common in the Santa Barbara and northern Channel Island chain region, commonly resulting in shellfish, crab, and lobster harvest closures.",0,0,1,0,0,0,,0,0,Southern California,,,,9/28/2018,,,,,,1,,,1,6.3-210ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,3/29/2019 2:32,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-18-023,2018,,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,"Pseudo-nitzschia blooms and elevated levels of domoic acid are common in the North Coast region, commonly resulting in shellfish, crab, and lobster harvest closures.",0,0,1,0,0,0,,0,0,Northern California,,,,,,,1/1/2018,12/29/2018,,1,,,1,87-300 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,3/29/2019 2:21,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-18-019,2018,,,1,Maine DMR Biotoxin Program,1,,0,1,0,0,0,0,,0,0,Maine coastline,,,,,,,1/2/2018,12/30/2018,,1,,,1,0-42ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,"Mya arenaria, Mytilus edulis, Quahogs (Artica), Eastern oysters (Crassostrea)",,,,3/29/2019 1:55,3/29/2019 3:58,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,87947,,,,,,,,,,,,,,,,,,,
US-18-012,2018,,,1,Oregon Department of Agriculture marine biotoxin monitoring,1,Annually for past three years,0,0,1,0,0,0,,0,0,Southern Oregon Coast,,,,,,,1/1/2018,12/31/2018,Persistent toxicity in razor clams,1,,,1,200 ppm DA,0,0,0,0,0,0,1,0,0,0,0,,0,,"Razor clams, Dungeness crab",,,,3/28/2019 9:51,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-18-003,2018,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The Washington coast has been impacted by ASP since 1991.,0,0,1,0,0,0,,0,0,"Washington State, Coastal Beaches and Estuaries",,,,,,,1/1/2018,5/3/2018,,1,,,1,21ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,Razor clams,,,,3/28/2019 9:11,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-17-031,2017,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The Washington coast has been impacted by ASP since 1991.,0,0,1,0,0,0,,0,0,"Washington State, Coastal Beaches and Estuaries",,,There was a Fall 2016 ASP event that impacted the southern Washington Coast 9/21/16-4/11/17. There was a Spring 2017 ASP event that impacted the Washington Coast from 5/4/17-7/11/17. The PSP closures occurred between 6/27/17-11/7/17.,,,,,,,1,,,1,Maximum levels of ASP toxin: 24-52ppm. Maximum levels of PSP toxin: 166-321µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,ASP toxin: Razor clams. PSP toxin: California mussles.,,,,4/24/2018 8:36,,,UNITED STATES,ASP,,,,,,,,Alexandrium catenella,,,,,,Pseudo-nitzschia sp.,,,,,,,,,,,,,,
US-17-023,2017,NJ,,1,NSSP required biotoxin contingency plan which requires monitoring for algae that produce shellfish toxins,0,,0,1,0,0,0,0,,0,0,Raritan/Sandy Hook Bay,,,Covered the bay complex,,,,9/25/2017,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,4/23/2018 10:26,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,<10000,,,,,,,,,,,,,,,,,,,
US-17-019,2017,Rhode Island,,1,RI DEM and DOH HAB phytoplankton monitoring program,1,ASP closure in this area during October 2016.,0,0,1,0,0,0,,0,0,"Lower Narragansett Bay, RI",41.532778,-71.415278,"Shellfish closure  of lower Narragansett Bay, RI includes West Passage south of Jamestown Bridge, East Passage south of Newport Bridge and southern half of Sakonnet River.  Estuarine ecosytem.  Pseudo-nitzschia spp. bloom in October 2016 was followed by",,,,3/1/2017,3/24/2017,"decreased abundance during Nov, Dec, Jan.",1,~10-20 ug/L,Information at: http://www.dem.ri.gov/shellfishclosure/habs-marine-biotoxin-monitoring.php,1,Domoic acid @ 32 ug/g max in shellfish,0,0,0,0,0,0,1,0,0,0,0,,NULL,,"Shellfish harvest closure in southern Narragansett Bay, RI, USA due to a Pseudo-nitzschia spp, bloom and domoic acid detection in shellfish (Northern Quahogs (Nercenaria mercenaria).  Closure duration was 3/1/2017 to 3/24/2017, max domoic acid was 32ug/g",,,,4/23/2018 9:37,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,200000,Class bacillariophyceae,,,,,,,,,,,,,,,,,,
US-17-018,2017,,,1,Oregon Department of Agriculture biotoxin monitoring program.,1,The south coast of Oregon has experince ASP toxicity in razor lams constantly since 2014.,0,0,1,0,0,0,,0,0,,,,Multiple areas involving both PSP and ASP. Pretty much entire state closed for rec harvest of razor clams for most of 2017. Levels peaked in April on the South Jetty of Columbia river at 120 ppm. Secondary bloom from the south? peaked in December at Gold,,,,,,~half Oregon coast closed for ASP,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,"Dungeness crab, razor clams, California mussels",,,,4/23/2018 9:27,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-17-015,2017,West Coast of Florida,,1,FWC/FWRI HAB Monitoring Program,1,"2013, 2014",0,1,1,0,0,0,,0,0,Saint Joseph Bay,29.8,-85.3,,,,,7/22/2017,9/25/2017,High cell counts are routinely observed,1,,the PSP producer Pyrodinium bahamense occurred in some samples collected during the closure,1,</= to 32.0 mg DA / 100 g shellfish tissue,0,0,0,0,0,0,0,0,0,0,0,,0,,No documented human illness,,,,4/23/2018 8:10,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,3967367,"ASP Producer, class bacillariophyceae",,,,,,,,,,,,,,,,,,
US-17-010,2017,,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,Razor clams have been detected with high levels of Domoic Acid continually throughout the year. Domoic Acid detection in Monterey Bay is not unusual but detection north of San Francisco is more rare.,0,0,1,0,0,0,,0,0,Northern and Central California,,,"Regarding dates below, all are date of detection of quarantine levels: 6/6/17 for Monterey Bay mussels 9/28/17 for North Coast Dungeness crab, /30/17 for Del Notre County mussels 12/5/2017 for North Coast Dungeness crab Rock crab elevated 1/16/17, 6/2/17,",,6/6/2017,9/28/2017,6/30/2017,12/5/2017,Year round for detection in razor clams.,1,,,1,"Domoic acid: California Mussels (Mytilus californicus), 55 ppm; Razor clam (Siliqua patula) muscle, 390 ppm; Razor clam viscera, 190 ppm; Rock crab 73 ppm, ; Dungeness crab, 150 ppm.",0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,4/23/2018 7:08,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia seriata,,,,,,,,,,,,,,,,,,,,
US-17-009,2017,,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,"Pseudo-nitzschia blooms and elevated levels of domoic acid are common in the Santa Barbara and northern Channel Island chain region, commonly resulting in shellfish, crab, and lobster harvest closures.",0,0,1,0,0,0,,0,0,Southern California,,,Regarding dates below: 4/15/17-5/31/17 is for SB mussels; 9/29/17-12/19/17 is for Santa Cruz island spiny lobster,,4/15/2017,5/31/2017,9/29/2017,12/19/2017,SB channel rock crab elevated 4/19,1,,,1,"Domoic acid: California mussels (Mytilus californicus), 130 ppm; Bay mussels (Mytilus trossulus), 350 ppm; California spiny lobster (Panulirus interruptus), 730 ppm; Rock crab, 73 ppm.",0,0,0,0,0,0,1,0,0,1,0,,0,,,,,,4/23/2018 6:54,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia seriata,,,,,,,,,,,,,,,,,,,,
US-17-008,2017,"1, 2, 3",,1,Maine DMR biotoxin program,1,,0,1,1,0,0,0,,0,0,Maine Coastline,,,,,,,9/10/2017,12/26/2017,"Low levels of PN all year, highest June-Dec",1,,,1,0-60.4 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,"Quahogs (Arctica), Mya arenaria, Mytilus edulis, and American Oysters were found to contain some level of toxin",,,,4/23/2018 6:10,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia sp.,750000,,,,,,,,,,,,,,,,,,,
US-17-006,2017,,,1,DMF Phytoplankton monitoring & Jefferson Turner's Lab (UMASS) Buzzards Bay Phytoplankton,1,,0,1,0,0,0,0,,0,0,"Buzzards Bay, Nantucket Sound ++",,,,,,,,,,1,,"During this event DMF sent splits of all phytoplankton samples to Kate Hubbard, Ph.D. at the Florida Fish and Wildlife Conservation Commission, for species composition and quantitative toxin analyses. The results of her toxin analyses indicated extremely low levels of domoic acid in the phytoplankton. Results from Kate’s genetic species composition analyses showed that Massachusetts waters were dominated by Pseudo-nitzschia species that are not generally highly toxic. However, it is noteworthy that the species P. australis, which is known to be highly toxigenic, was identified for the first time in Massachusetts waters.",1,0-5.7ppm,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,4/23/2018 4:54,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia sp.,434000,,,,,,,,,,,,,,,,,,,
US-16-034,2016,ME,,1,Maine Department of Marine Resources Bureau of Public Health Marine Biotoxin Program,1,"Low levels of Demoic Acid had been detected in the past, though toxicicity of this scale had never before recorded.",0,1,1,0,0,0,,0,0,Gulf of Maine,,,"Shellfish toxicity was measured throughout ICES region 1, from Penobscot Bay to the US/Canada border. Utilizing stored Mytilus homogenates, toxcicity was found from 9/4/16 to 10/23/16.",,9/4/2016,10/31/2016,10/28/2016,10/31/2016,,0,,,1,0.1 - 128.6 µg/g,0,0,0,0,1,1,1,0,0,0,0,,0,,,,,,3/23/2017 6:50,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,205875,"Jonesport, ME",,,,,,,,,,,,,,,,,,
US-16-030,2016,MA,,1,Jefferson Turner's Lab (UMASS) Buzzards Bay Phytoplankton Monitoring,1,,0,1,0,0,0,0,,0,0,"Buzzards Bay, Nantuckey Sound ++",,,"Precautionary closure to shellfishing affected all areas in Massachusets south of Cape Cod (a total of approximately 843,797 acres) 1st reported 10/6/16, areas closed to shellfishing on 10/7/16 and re-opened on 10/31/16",,,,10/7/2016,10/31/2016,,0,,,1,0-9.3µg/g,0,0,0,0,0,0,0,0,0,0,0,,0,New Bedford,,,,,3/23/2017 6:29,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,"762,300",,,,,,,,,,,,,,,,,,,
US-16-020,2016,ca,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,"ASP events are common in Monterey Bay, but are less frequent north of the Golden Gate (San Francisco). So the detection of toxin along the entire north coast is noteworthy.",0,0,1,0,0,0,,0,0,Central and Northern California,,,monterey bay and entire northern coastline,,6/15/2016,8/8/2016,,,,1,,,1,Domoic acid- California Mussels (mytilus californicus): 70 ppm; Razor Clams: 380 ppm; Rock Crab Viscera: 160 ppm; Dungeness Crab viscera: 93 ppm; Pelagic crab cephalothorax (Pleuroncodes planipes): 490 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,3/21/2017 5:41,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia seriata,,,,,,,,,,,,,,,,,,,,
US-16-019,2016,CA,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,ASP events are common in San Luis Obispo County,0,0,1,0,0,0,,0,0,Central California,,,San Luis Obispo Bay,,6/13/2016,,,,,1,,,1,Domoic acid- California Mussels (mytilus californicus): 70 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,3/21/2017 5:09,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia seriata,,,,,,,,,,,,,,,,,,,,
US-16-018,2016,CA,,1,California Department of Public Health Marine Biotoxin Monitoring Program,1,Pseudo-nitzschia blooms and elevated levels of domoic acid are common in the Santa Barbara and northern Channel Island chain region.,0,0,1,0,0,0,,0,0,Southern California,,,Santa Barbara and the Channel Islands,,1/3/2016,5/1/2016,,,,1,,,1,Rock Crab viscera: 550 ppm,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,3/21/2017 4:48,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia seriata,,,,,,,,,,,,,,,,,,,,
US-16-011,2016,Pacific Northwest,,1,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",1,The Washington coast has been impacted by ASP since 1991.,0,0,1,0,0,0,,0,0,"Washington State, Coastal Beaches and Estuaries",,,,,1/1/2016,2/27/2017,,,PSP: 4/20/16-5/4/16 ASP: spring 2015-present,1,,,1,Maximum level of ASP toxin: 53ppm. Maximum level of PSP toxin: 220µg.,0,0,0,0,0,0,1,0,0,0,0,,0,,ASP toxin: Razor clams. PSP toxin: Blue mussles.,,,,2/27/2017 10:41,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,,,,,,,,,,,,,,,
US-16-008,2016,RI,,1,RI DEM Shellfish Program,0,,0,0,1,0,0,0,,0,0,"Lower Narragansett Bay, RI",,,Narragansett Bay closed to shellfish harvest (wild and aquaculture) from 10/7/2016 to 10/15/2016 and 10/20/2016 to 10/29/2016 due to ASP threat.,,10/7/2016,10/20/2016,,,,1,,,1,3-6ppm,0,0,0,0,0,0,1,0,0,0,0,"ASP closure of RI shellfish areas during October 2016 based on Pseudo-nitzschia spp, in plankton, domoic acid detection in plankton and domoic acid detection in shellfish (quahogs, Mercenaria mercenaria)",NULL,,Quahogs,related information at: http://www.dem.ri.gov/shellfishclosure/algae-bloom-10-2016.php,,,2/27/2017 10:23,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,2000000,pennate diatom,,,,,,,,,,,,,,,,,,
US-16-005,2016,Chesapeake Bay,,1,Chesapeake Bay Water Quality Monitoring Program,1,Historic data from the Chesapeake Bay Program suggestions blooms of Pseudo-nitzschia are not novel in this area.,0,1,0,0,0,0,,0,0,"Tangier and Pocomoke Sounds, MD-VA border",,,detected from 3/17/2016-04/14/2016,,3/17/2016,4/14/2016,,,,1,,,1,"omoic acid detected in water and oyster tissue samples, concentrations below 20 ppm",0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2/27/2017 10:05,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,2884000,"Bacillariophyta, not speciated with EM or genetics",,,,,,,,,,,,,,,,,,
US-16-003,2016,Oregon,,1,ODA shellfish and crab monitoring,1,has been ongoing for the last two years,0,0,1,0,0,0,,0,0,,,,Domoic acid detected throughout Oregon coastline during 2016 in crab and razor clams.,,1/1/2016,12/31/2016,,,,0,,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,,"Razor clams, Dungeness crab",,,,2/27/2017 9:53,5/9/2018 3:45,,UNITED STATES,ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-15-022,2015,Maine,,1,Maine Department of Marine Resources Shellfish Growing Area Program: Biotoxin Monitoring,1,,0,1,1,0,0,0,,0,0,Western Maine and Eastern Maine,,,"Three regions: Western Maine WME (Rockland, Maine to Kittery, Maine) and Eastern Maine EME (Calais, Maine to Bass Harbor, Maine) between Rockland/ Blue Hill/Stonington areas (PENBAY)",,,,6/1/2015,9/1/2015,,0,,PenBay area has the most consistent Pseudo-nitzchia blooms during the season whereas WME and EME have intermittent and lower cells/L overall,1,<0.8 - 5.5 ppm DA in Mytilus edulis,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,2/7/2017 9:24,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,>375000,,,,,,,,,,,,,,,,,,,
US-15-015,2015,Pacific Northwest,,1,,NULL,"Marine Biotoxin Program at the Washington State Department of Health, Office of Environmental and Health and Safety.",0,0,1,0,0,0,,0,0,"Washington State, Coastal Beaches and Estuaries",,,"Olympic Peninsula, Grays Harbor, Kalaloch, Quinault, Mocrocks, Copalis, and Twin Harbors Beaches, Long Beach Peninsula, and Willapa Bay.",,,,5/7/2015,2/18/2016,,1,,,1,Maximum levels of ASP toxin 62-169 ppm  Maximum levels of PSP toxin: 93-253 µg.,0,0,0,0,0,0,1,0,0,0,0,,NULL,,"PSP toxin: california mussels. ASP toxin: Razor clams, Dungeness crab.",,,,2/7/2017 8:42,,,UNITED STATES,ASP,,,,,,,,Pseudo-nitzschia spp.,,,,,,Alexandrium catenella,,,,,,,,,,,,,,
