eventName,eventYear,region,originalGridCode,monitoringProgramme,programmeName,occurredBefore,occurredBeforeText,waterDiscoloration,highPhyto,seafoodToxin,massMortal,foamMucil,otherEffect,otherEffectText,days,months,locationText,latitude,longitude,additionalLocationInfo,eventDate,initialDate,finalDate,quarantineStartDate,quarantineEndDate,additionalDateInfo,causativeKnown,pigmentAnalysisInfo,additionalAlgaeInfo,toxicityDetected,toxicityRange,humansAffected,fishAffected,naturalFishAffected,aquacultureFishAffected,planktonicAffected,benthicAffected,shellfishAffected,birdsAffected,otherTerrestrialAffected,aquaticMammalsAffected,seaweedAffected,effectsComments,unexplainedToxicity,toxicityComments,transvectors,eventBiblio,syndromeText,active,created_at,updated_at,checked_at,countryName,syndromeName,speciesContaining,additionalHarmfulEffectInfo,toxinAssayComments,assaytype,concentration,toxinType,toxin,causativeSpeciesName0,cellsPerLitre0,comments0,additionalSpeciesName0,additionalCellsPerLitre0,additionalComments0,causativeSpeciesName1,cellsPerLitre1,comments1,causativeSpeciesName2,cellsPerLitre2,comments2,causativeSpeciesName3,cellsPerLitre3,comments3,additionalSpeciesName1,additionalCellsPerLitre1,additionalComments1,additionalSpeciesName2,additionalCellsPerLitre2,additionalComments2
UY-94-003,1994,Maldonado,,1,,NULL,,1,1,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933333,,2/20/1994,,,,,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"Ferrari, G. y S. M. Méndez. 2000. Report of phytoplankton species producing coastal water discoloration in Uruguay. Iheringia ( Serie Botánica) (54): 3-18 Porto Alegre.",,,4/2/2018 9:25,,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,3600,,Gyrodinium sp.,40000000,,,,,,,,,,,,,,,,
UY-94-001,1994,Maldonado,,1,,NULL,,1,1,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933333,,,,,2/25/1994,3/17/1994,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,the event caused a red water discoloration,NULL,,,"amendez,S.M. Ferrari G., 2002.FLORACIONES ALGALES NOCIVAS EN URUGUAY: ANTECEDENTES, PROYECTOS EN CURSO Y REVISIÓN DE RESULTADOS. FLORACIONES ALGALES NOCIVAS EN EL CONO SUR AMERICANO Sar, E.A., M.E. Ferrario & B. Reguera Instituto Español de Oceanografía, Pub Especial del Inst Espanol de Oceanografia p269-289",,,9/28/2017 11:18,9/28/2017 11:20,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,3600,,Gyrodinium sp.,40000000,,,,,,,,,,,,,,,,
UY-93-002,1993,Rocha,,1,National Monitoring Program on HAB and Shellfsh Toxicity,1,1992,0,1,1,0,0,0,,0,0,Arachania,-34.6,-54.15,,3/12/1993,1/8/1993,4/27/1993,3/12/1993,4/13/1993,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"Méndez, S. y Ferrari, G. 2002. Floraciones algales nocivas en Uruguay: antecedentes, proyectos en curso y revisión de resultados. En: Floraciones algales nocivas en el cono sur americano. Eds: E.A. Sar, M. E. Ferrario y B. Reguera. Pub Especial del Instituto español de Oceanografía.p.  269-289.",,,12/27/2013 3:37,9/27/2017 4:34,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum,30400,,,,,,,,,,,,,,,,,,,
UY-93-001,1993,Maldonado,,1,National Monitoring Program on Harmful Phytoplankton and Shellfish Toxicity,1,1991-1992,0,0,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933333,,3/12/1993,1/20/1993,4/27/1993,3/12/1993,4/13/1993,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"Méndez, S. y Ferrari, G. 2002. Floraciones algales nocivas en Uruguay: antecedentes, proyectos en curso y revisión de resultados. En: Floraciones algales nocivas en el cono sur americano. Eds: E.A. Sar, M. E. Ferrario y B. Reguera. Pub Especial del Instituto español de Oceanografía.p.  269-289.",,,12/27/2013 3:24,3/7/2018 10:15,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum,10000,,,,,,,,,,,,,,,,,,,
UY-92-006,1992,Rocha,,1,National Monitoring Program on Harmful Phytoplankton and Sheelfish Toxicity,0,"this is the first  report of PSP associated to A tam,arense in this location",0,0,1,0,0,0,,0,0,La Paloma,-34.649722,-54.166667,,8/12/1992,8/12/1992,8/12/1992,8/12/1992,8/12/1992,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"Méndez, S., 1993. Uruguayan red tide monitoring programme: preliminary results (1990-1991). Toxic Phytoplankton Blooms in the sea. J.J.Smayda y Shimizu, eds.Elsevier Science Publishers, Amsterdam. p. 287-289.",,,12/27/2013 3:02,3/22/2018 5:52,,URUGUAY,PSP,,,,,,,,Alexandrium tamarense,4800,,,,,,,,,,,,,,,,,,,
UY-92-002,1992,Rocha,,1,National Monitoring Program on HAB and Shellfish Toxicity,0,this is the first closure due to Gymnodinium catenatum in Uruguay,0,1,1,0,0,0,,0,0,La Paloma,-34.65,-54.166667,The bloom and toxicity extended to Rocha UY-01,2/17/1992,2/6/1992,3/15/1992,2/17/1992,3/16/1992,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,"Méndez, S. y G. Ferrari. 2003. Floraciones tóxicas de Gymnodinium catenatum en aguas uruguayas. Publicaciones de la Comisión Técnica Mixta del Frente Marítimo, 19: 97-102. http://ctmfm.org/upload/archivoSeccion/mendez-y-ferrari-142609644255.pdf",,,12/20/2013 7:02,9/27/2017 4:45,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum,146000,,,,,,,,,,,,,,,,,,,
UY-91-002,1991,Maldonado,,1,Natrional Monitoring on HAB and Shellfish Toxicity,1,PSP was detected in this location 11 years before but this is the first toxic bloom of Alexandrium tatarense in the area,0,1,1,0,0,0,,0,0,Punta del Este,-34.95,-54.933333,,8/27/1991,8/21/1991,9/4/1991,8/27/1991,10/15/1991,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,"Brazeiro A., Méndez S.M. and G. Ferrari. 1997. The first toxic bloom of Alexandrium tamarense in Uruguay: Associated environmental factors. Rev. Atlántica, Río Grande, 19:19-29. http://www.lei.furg.br/atlantica/vol19/r21997.htm",,,12/20/2013 6:13,9/27/2017 4:49,,URUGUAY,PSP,,,,,,,,Alexandrium tamarense,31000,,,,,,,,,,,,,,,,,,,
UY-91-001,1991,Maldonado,,1,National Monitoring Program on HAB and Shellfis toxicity,1,11 years before,0,1,1,0,0,0,,0,0,Piriapolis,-34.866667,-55.266667,,2/6/1991,2/6/1991,3/15/1991,,,toxicity was <80ug STX eq/100g,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/20/2013 6:01,9/27/2017 4:50,,URUGUAY,PSP,Mytilus edulis,,,,LC-UV,,Saxitoxins,Gymnodinium catenatum,77000,,,,,,,,,,,,,,,,,,,
UY-80-001,1980,"Maldonado, Rocha",,0,the monitoring started since this event,0,,0,0,1,0,0,0,,0,0,Piriapolis hasta Barra del Chuy,-34.764444,-53.705556,Started in UY-02 and 10 days after afected also UY-01,2/16/1980,,,2/16/1980,12/19/1980,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,,NULL,,"Mytilus edulis,","Davison, P. & C.M.Yentsch, 1985. Occurrence of toxic dinoflagellate and shellfish toxin along coast Uruguayan, South America. En: Toxic Dinoflagellates, Elsevier Science Publishing Co., Inc., Anderson, White and Baden (Eds.), 153-158.",,,12/20/2013 5:46,3/22/2018 7:31,,URUGUAY,PSP,,,,,,,,Gonyaulax sp.,,,,,,Gymnodinium sp.,,,,,,,,,,,,,,
UY-16-003,2016,Rocha,,1,,NULL,,0,0,1,0,0,0,,0,0,Punta del Diablo,-34.033333,-53.533333,,,,,10/13/2016,2/24/2017,clossure started with PSP and continued DSP,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,monitoring programe unpublished data,,,9/28/2017 9:35,3/22/2018 5:57,,URUGUAY,PSP,,,,,,,,Alexandrium sp.,2400,species  not identified yet,,,,,,,,,,,,,,,,,,
UY-14-002,2014,Rocha,,1,,1,,0,0,1,0,0,0,,0,0,Arachania,-34.6,-54.166667,,,,,3/7/2014,4/10/2014,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,unpublished information from monitoring pograme,,,9/28/2017 10:08,,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,2700,,,,,,,,,,,,,,,,,,,
UY-13-002,2013,Arachania,,1,National Monitoring Program of Harmful Phytoplankton and Shellfish Toxicity,1,This species had been produced toxicity in this área very frequently during 90´s,0,0,1,0,0,0,,0,0,,,,,10/21/2013,10/21/2013,11/18/2013,10/24/2013,11/12/2013,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/18/2013 8:01,,,URUGUAY,PSP,,,,,,,,Alexandrium tamarense,7680,,,,,,,,,,,,,,,,,,,
UY-13-001,2013,Rocha,,1,National Monitoring Program of Harmful Phytoplankton and Shellfish Toxicity,1,This species often produce blooms and PSP in this area,0,1,1,0,0,0,,0,0,La Paloma,,,,1/1/2013,1/1/2013,2/13/2013,1/16/2013,2/14/2013,"the species started its development from 26 December but quarantinte levels reached in January 16, 2013",1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/18/2013 7:40,,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum,17600,,,,,,,,,,,,,,,,,,,
UY-10-001,2010,Rocha,,1,National Monitoring Program of Harmful Phytoplankton and Shellfish Toxicity,1,6 PSP events produced by G catenatum in previous years,0,0,1,0,0,0,,0,0,Arachania,,,,3/11/2010,3/10/2010,4/6/2010,3/13/2010,5/24/2010,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,12/16/2013 7:47,12/20/2013 7:14,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum,71600,,,,,,,,,,,,,,,,,,,
UY-06-001,2006,Punta del Este,,1,,1,1992.1994.1996,0,0,1,0,0,0,,0,0,,,,,9/7/2006,8/10/2006,9/25/2006,9/7/2006,9/22/2006,,1,,,1,,1,0,0,0,0,0,0,0,0,0,0,,NULL,,shellfish,,,,12/16/2013 7:15,12/20/2013 7:18,,URUGUAY,PSP,,,,,,,,Dinophysis acuminata,9200,,,,,,,,,,,,,,,,,,,
UY-04-001,2004,Maldonado,,1,,1,,0,1,1,0,0,0,,0,0,Piriapolis,,,,004-02-04,004-02-18,004-03-02,004-02-04,004-03-10,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,NULL,,,,,,,,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,50680,,,,,,,,,,,,,,,,,,,
UY-03-001,2003,Maldonado,,1,,1,,0,1,1,0,0,0,,0,0,Piriapolis,-34.866667,-55.266667,,1/24/2003,1/21/2003,1/28/2003,1/24/2003,2/14/2003,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"Méndez S.M. and Galli O. 2008. Environmental conditions associated with blooms of  paralizing  poison producing dinoflagellate. In : Congresso Brasileiro de Ficologia, II SImposio Latino americano about harmful algae, 2006, Itajai; SC. Aplicaçoes gives Ficologia. Anais of Rio de Janeiro: National Museum p243-257. Organizaçao da Sociedade Brasileira Ficologia, Serie Livros, 30.",,,,3/23/2018 7:36,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,22240,,,,,,,,,,,,,,,,,,,
UY-01-001,2001,Rocha,,1,National Monitoring Program of Harmful Phytoplankton and Shellfish Toxicity,1,"since the first PSP event in 1980, there were several reports in this location",0,1,1,0,0,0,,0,0,Arachania,-34.6,-54.15,,2/23/2001,1/31/2001,2/24/2001,2/23/2001,3/5/2001,,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,"IMpacto de las floraciones algales nocivas en Méndez, S.M.Uruguay, origen, dispersión, monitoreo, control y mitigación.2006. Menafra R. Rodriguez-Gallego L Scarabino F& D Conde (Eds. Bases para la conservación y el manejo de la costa Uruguaya. VIDA SILVESTRE URUGUAY, Montevideo 57-69pp.",,,,3/22/2018 6:04,,URUGUAY,PSP,,,,,,,,Gymnodinium catenatum Graham 1943,32000,,,,,,,,,,,,,,,,,,,
US-99-001,1999,Maine (USA)  & Canada.,US-01,1,,1,Yearly.,1,1,1,0,0,0,,0,0,"Kittery, ME - Cape Elizabeth &  W. Quoddy Hea",,,"1) Kittery, ME - Cape Elizabeth: Closure for all mussels & carnivorous snails. 2) W. Quoddy Head - Canada: Closure for Mya (mussels permanently closed).",,5/11/1999,7/8/1999,,,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium tamarense,,,,,,,,,,,,,,,,,,,,
US-98-036,1998,,,0,,NULL,,0,0,0,0,0,0,,0,0,,,,,,4/30/1998,8/18/1998,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium spp.,,,,,,,,,,,,,,,,,,,,
US-98-035,1998,,,0,,1,Annual event,0,0,0,0,0,0,,0,0,,,,,,4/7/1998,5/19/1998,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium spp.,,,,,,,,,,,,,,,,,,,,
US-98-033,1998,Washington,,0,,1,November 1997 harvest closures,0,1,0,0,0,0,,0,0,South Puget Sound,,,,,,,,,,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,,NULL,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium catenella,,,,,,,,,,,,,,,,,,,,
US-98-027,1998,Alaska.,US-25,1,,1,General area has had problems with PSP episodes in the past.,0,0,1,0,0,0,,1,0,"Juneau, Outer Point.",,,"Juneau, Outer Point, point of land on west tip of Douglas Island in Stepens Passage, 4 miles NW of Middle Point and 10 miles west of Juneau.",4/30/1998,4/30/1998,,,,,1,,,1,278  µg STXeq / 100 g.,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,Cooked butterclams,"One person seen in emergency room with symptoms in six hours of numbness of face and tongue, diarrhea, lightheaded, headache, numbness in fingers and toes and continued numbness of tongue of 1/5/98.","One person seen in emergency room with symptoms in six hours of numbness of face and tongue, diarrhea, lightheaded, headache, numbness in fingers and toes and continued numbness of tongue of 1/5/98.",,LC-UV,212,Saxitoxins,Alexandrium sp.,,,,,,,,,,,,,,,,,,,,
US-98-026,1998,Alaska.,US-25,0,,0,,0,0,0,0,0,0,,0,0,Kosciusko Island.,56.05,-133.55,"Extends NE-SW 26 miles, separated from Prince of Wales Island by El Capitan Passage.",8/30/1998,8/30/1998,,,,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium sp.,,,,,,,,,,,,,,,,,,,,
US-98-024,1998,Alaska.,US-25,1,,1,,0,0,1,0,0,0,,1,0,Sentinel Island.,58.545833,-134.920833,"0.2 mile long in center of Favorite Channel, 0.6 mile SW of Benjamin Island and 25 miles NW of Juneau.",4/30/1998,4/30/1998,,,,,1,,,1,,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium sp.,,Probably,,,,,,,,,,,,,,,,,,
US-98-023,1998,Alaska.,US-25,1,,1,,0,0,1,0,0,0,,1,0,"Pelican, on Lisianski Inlet.",57.958333,-136.225,In NW part of Chicagof Island.,11/13/1998,11/13/1998,,,,,1,,,1,,1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium sp.,,Probably,,,,,,,,,,,,,,,,,,
US-98-021,1998,Washington.,US-24,1,,1,"November 1997 to January 1998 - harvest closures in South Puget Sound, especially in Case Inlet (PSP = 6,799 µg) and extending to Pickering, Pitt, and Peale Passages, and Eld Inlet. This was a new high record PSP level for South Puget Sound. Areas were closed that had no previous record of PSP.",0,0,1,0,0,0,,0,1,South Puget Sound.,,,"Carr Inlet, including Burley Lagoon, and Pitt Passage",,,,,,October 98.,1,,,1,"10,982  µg STXeq / 100 g.",1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,Geoducks from Pitt Passage,"This second bloom in the same year also expanded into Case Inlet. Blue mussels were recalled from one company; geoduck recalls involved 5 commercial companies, including one tribal enterprise.","This second bloom in the same year also expanded into Case Inlet. Blue mussels were recalled from one company; geoduck recalls involved 5 commercial companies, including one tribal enterprise.",,LC-UV,180,Saxitoxins,Alexandrium catenella,,Probably,,,,,,,,,,,,,,,,,,
US-98-020,1998,Washington.,US-24,1,,1,"November 1997 to January 1998 - harvest closures in South Puget Sound, especially in Case Inlet (PSP = 6,799 µg) and extending to Pickering, Pitt, and Peale Passages, and Eld Inlet. This was a new high record PSP level for South Puget Sound. Areas were closed that had no previous record of PSP.",0,0,1,0,0,0,,0,1,South Puget Sound.,,,"Carr Inlet, including Burley Lagoon, and Pitt Passage.",,,,,,August 98.,1,,,1,"2,442  µg STXeq / 100 g.",1,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,Geoduck clams in Pitt Passage,Five cases of PSP occurred from consumption of blue mussels from a commercial shellfish company located at the north end of Carr Inlet.,Five cases of PSP occurred from consumption of blue mussels from a commercial shellfish company located at the north end of Carr Inlet.,,LC-UV,"1,015",Saxitoxins,Alexandrium catenella,,Probably,,,,,,,,,,,,,,,,,,
US-98-018,1998,California.,US-19,1,,1,Infrequent.,0,0,1,0,0,0,,0,4,Southern California.,,,,,4/30/1998,8/18/1998,,,,1,,,1,,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,,,,UNITED STATES,PSP,,,,,,,,Alexandrium spp.,,,,,,,,,,,,,,,,,,,,
